PLAZA MARCELA -SM,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF NOVEMBER 5, 2021",,,,,,
INCODE,VARIANT,DESC,UNIT,QUANTITY,COST W/O VAT,AMOUNT W/O VAT
136558,,DOW MARS VG WCANDLE BIG WHITE 20s,PCS,4,66.51786,266.07144
136560,,DOW MARS VG WCANDLE MED YELLOW 48s,PCS,26,37.5,975
136561,,DOW MARS VG WCANDLE MED WHITE 48s,PCS,34,37.5,"1,275.00"
136564,,DOW MARS VG WCANDLE SML YELLOW 72s,PCS,-1,21.42857,-21.42857
136565,,DOW MARS VG WCANDLE SML WHITE 72s,PCS,18,25,450
136575,,DOW MARS CANDLE No11 10.00 WHITE 2s,PACK,84,13.83929,"1,162.50"
136613,,SOFTIE PLASTIC TWINE ASSTD COLOR 80MT,ROLL,329,14.73214,"4,846.87"
136616,,SYMPLY G MOISTURIZING LOTION 48x100ML,PCS,57,57.29055,"3,265.56"
136621,,VITAMILK ORIGINAL TP 6x5+1/250ML,PACK,29,71.8622,"2,084.00"
136626,,NIVEA SUN PROTECT n WHT LOTION SPF30 12x125ML,PCS,-8,297.125,"-2,377.00"
136636,,SKINWHITE WHITENING SOAP MOISTWHT 65G,PCS,244,16.47892,"4,020.86"
136637,,CHUBBY SOFT CARAMEL 60/20s,PACK,444,14.56109,"6,465.12"
136638,,MAXI PEEL EXFOLIANT ANTI ACNE 1 144/15ML,PCS,-1,16.29382,-16.29382
136640,,SUSTAGEN PREMIUM CHOCO 6/900G,CAN,15,"1,094.18","16,412.63"
136654,,FRISA LAUNDRY SOAP WHITE 160s,PCS,461,14.06182,"6,482.50"
136655,,FRISA LAUNDRY SOAP BLUE 160s,PCS,402,6.08259,"2,445.20"
136670,,SUSTAGEN PREMIUM CHOCO 24/350G,BOX,75,461.23847,"34,592.89"
136671,,SOFTIE PLASTIC TWINE COLORED 5/12/160MT,ROLL,163,25.44643,"4,147.77"
136672,,JBB BATH MILK+RICE REFILL 200ML,PACK,65,67.80618,"4,407.40"
136676,,HAPEE TP FRESH n COOL WHT TWN 144x30G,PCS,435,3.77877,"1,643.76"
136681,,CDO CHUNKY SISIG 48/155G,CAN,1,27.16964,27.16964
136693,,GATSBY STYLING WAX MAT AND HARD 75G,PCS,245,73.23895,"17,943.54"
136702,,SPEED DET BAR BLUE 36x380G,PCS,"1,496.00",3.80909,"5,698.40"
136703,,SPEED DET BAR KALAMANSI 36x380G,PCS,"4,426.00",4.04886,"17,920.25"
136704,,SPEED DET BAR WHITE 36x380G,PCS,"6,196.00",4.04886,"25,086.74"
136705,,SPEED DET BAR SPECKLED BLUE 36x380G,PCS,"2,537.00",4.04886,"10,271.96"
136707,,SPEED DET BAR FABRIC COND 36x380G,PCS,"3,104.00",4.65513,"14,449.52"
136713,,BARETA DET BAR KALAMANSI 36x360G,BAR,243,14.03051,"3,409.41"
136714,,BARETA DET BAR BLUE 36x360G,BAR,224,14.03051,"3,142.83"
136715,,BARETA DET BAR WHITE 36x360G,BAR,226,14.03051,"3,170.90"
136716,,BARETA DET BAR SPECKLED BLUE 36x360G,BAR,152,14.02679,"2,132.07"
136717,,SPEED DET POWDER FC KALAMANSI 192x55G,PCS,625,3.96429,"2,477.68"
136718,,SPEED DET POWDER FC KALAMANSI 96x90G,PCS,218,6.20712,"1,353.15"
136719,,SPEED DET POWDER FC KALAMANSI 24x500G,PACK,80,32.96019,"2,636.82"
136720,,SPEED DET POWDER FC KALAMANSI 12x1KG,PACK,27,64.63765,"1,745.22"
136721,,SPEED DET POWDER FC KALAMANSI 6x2KG,PACK,12,123.73214,"1,484.79"
136722,,SPEED DET POWDER FC SUNFLOWER BURST 192x55G,PCS,419,3.9627,"1,660.37"
136723,,SPEED DET POWDER FC SUNFLOWER BURST 96x90G,PCS,182,6.20712,"1,129.70"
136724,,SPEED DET POWDER FC SUNFLOWER BURST 24x500G,PACK,58,32.96019,"1,911.69"
136725,,SPEED DET POWDER FC SUNFLOWER BURST 12x1KG,PACK,25,64.63765,"1,615.94"
136726,,SPEED DET POWDER FC SUNFLOWER BURST 6x2KG,PACK,1,123.73214,123.73214
136727,,UK OFFICE FAX PAPER 210MMX30MM,ROLL,-2,49.5,-99
136766,,KW TRIO 8853 DESK STAPLER No35,PCS,2,112.945,225.89
136773,,KW TRIO 8873 MAP PEN 35s,BOX,2,19.865,39.73
136803,,DONG A MY GEL TEC PEN 0.3 BLACK 12s,PCS,93,16.0714,"1,494.64"
136806,,DONG A MY GEL TEC PEN 0.4 BLACK 12s,PCS,80,16.51783,"1,321.43"
136817,,DONG A POSTER COLOR GREEN 10CC,PCS,46,19.9283,916.7018
136819,,DONG A POSTER COLOR ULTRAMARINE 10CC,PCS,8,20.88,167.04
136821,,DONG A POSTER COLOR COBALT BLUE 10CC,PCS,6,19.928,119.568
136822,,DONG A POSTER COLOR BROWN 10CC,PCS,8,20.88,167.04
136823,,DONG A POSTER COLOR WHITE 10CC,PCS,7,20.88,146.16
136824,,DONG A POSTER COLOR PINK 10CC,PCS,2,20.88,41.76
136825,,DONG A POSTER COLOR ORANGE 10CC,PCS,7,18.643,130.501
136826,,DONG A POSTER COLOR YELLOW GREEN 10CC,PCS,7,20.88,146.16
136829,,DONG A KIDS CRAYONS 24COLOR,SET,6,25.39261,152.35566
136833,,NOBRELLI ICE CREAM QUEZO 1.5L,PCS,-1,150.16071,-150.16071
136835,,SYMPLY G WHITENING SOAP TRIPLE PACK 48x3/60G,PCS,28,42.01321,"1,176.37"
136837,,TRH CURRY POWDER 25G,PACK,13,6.25,81.25
136838,,TRH CURRY POWDER 50G,PACK,-14,11.60714,-162.49996
136839,,TRH CAMOTE FLOUR 250G,PACK,-1,23.4375,-23.4375
136840,,TRH PURE CORN STARCH 250G,PACK,4,10.26786,41.07144
136843,,TRH CHILI POWDER 25G,PACK,2,6.0625,12.125
136844,,TRH CHILI POWDER 50G,PACK,1,11.25893,11.25893
136845,,TRH NGOHIONG POWDER 50G,PACK,54,21.42857,"1,157.14"
136857,,FABER CASTELL 187130 ERASER DUST FREE 30s,PCS,1,11.09,11.09
136868,,MOURNING PINS WIDE 12/12s,PACK,68,7.91071,537.92828
136871,,ZARAGOZA NAT BAGOONG HOT SPICY 24x240G,PCS,2,49.33042,98.66084
136872,,ZARAGOZA G BAGOONG IN VEG OIL HS 24x240G,PCS,7,71.65179,501.56253
136873,,ZARAGOZA G BAGOONG IN VEG OIL REG 24x240G,PCS,9,49.33029,443.97261
136875,,ZARAGOZA NATURAL BAGOONG REGULAR 24x240G,PCS,19,71.65167,"1,361.38"
136876,,ZARAGOZA SALTED FISH APPETIZER 24x250G,PCS,21,78.79464,"1,654.69"
136877,,ZARAGOZA SALTED FISH KINILAW HOT 24x250G,PCS,18,49.33036,887.94648
136878,,ZARAGOZA SALTED FISH KINILAW STYLE 24x250G,PCS,12,49.33036,591.96432
136879,,ZARAGOZA BANGUS IN CORN OIL HOT 24x220G,PCS,13,97.54458,"1,268.08"
136884,,SPEED BABAD PWDR FC FRESH ROSES 90G,PCS,240,6.39927,"1,535.82"
136885,,SPEED BABAD PWDR FC FRESH ROSES 24x500G,PACK,58,35.57366,"2,063.27"
136886,,SPEED BABAD PWDR FC FRESH ROSES 12x1KG,PACK,25,73.82292,"1,845.57"
136887,,SPEED BABAD PWDR FC FRESH ROSE 6x2KG,PACK,22,147.58482,"3,246.87"
136888,,WINROX BLEACH REGULAR 100ML,PCS,64,6.00508,384.32512
136889,,WINROX BLEACH REGULAR 48/250ML,PCS,80,9.63077,770.4616
136890,,WINROX BLEACH REGULAR 24/500ML,PCS,5,14.69271,73.46355
136891,,WINROX BLEACH REGULAR 12/1L,PCS,3,25.7939,77.3817
136892,,WINROX BLEACH FRESH LEMON 100ML,PCS,117,6.28199,734.99283
136893,,WINROX BLEACH FRESH LEMON 48/250ML,PCS,73,9.98549,728.94077
136894,,WINROX BLEACH FRESH LEMON 24/500ML,PCS,57,15.91257,907.01649
136895,,WINROX BLEACH FRESH LEMON 12/1L,PCS,13,27.03199,351.41587
136905,,LAURAS BISCOCHO DE MANILA 50/175G,PACK,4,33.33768,133.35072
136906,,LAURAS BISCOCHO DE MANILA 48/100G,PACK,188,20.15371,"3,788.90"
136907,,LAURAS BREAD STICK 80/100G,PACK,22,22.09821,486.16062
136908,,LAURAS BUTTER COOKIES 60/100G,PACK,151,19.88835,"3,003.14"
136909,,LAURAS EGG CRACKLET 40/150G,PACK,239,32.08657,"7,668.69"
136910,,LAURAS EGG CRACKLET 40/250G,PACK,109,51.05093,"5,564.55"
136911,,LAURAS EGG CRACKLET BAGS 30/10s,PACK,28,57.32669,"1,605.15"
136912,,LAURAS GARLIC BREAD STICKS 40/100G,PACK,99,21.43936,"2,122.50"
136913,,LAURAS MANNA BUTTERED TOASTS 46/100G,PACK,44,20.33042,894.53848
136916,,LAURAS PACENCIA BROWN BIG 120/90G,PACK,275,19.04468,"5,237.29"
136918,,LAURAS RAISINS COOKIES 60/100G,PACK,3,17.75417,53.26251
136920,,LAURAS MANNA BAG 36/10s,PACK,10,13.52679,135.2679
136937,,FRESHCO MANGO CONCENTRATE 12/1L,PCS,11,32.15625,353.71875
136942,,GEMS MURIATIC ACID READY MIX 12/1L,PCS,8,21.68304,173.46432
136944,,SUSTAGEN PREMIUM MILK 24/350G,BOX,65,451.83445,"29,369.24"
136945,,CELL 6X10 HD PLASTIC KING,PACK,617,5.33571,"3,292.13"
136946,,QUICK CHOW PANCIT CANTON CLASSIC 72x65G,PACK,130,7.14286,928.5718
136951,,CELL 9X16 01 EXCELLENT,PACK,67,54.52143,"3,652.94"
136952,,JPE OIL CNTRL FACE PWDR WHT COMP 36/10G,PCS,34,80.09821,"2,723.34"
136953,,JPE OIL CNTRL FACE PWDR BIEGE COMP 36/10G,PCS,24,80.09821,"1,922.36"
136954,,JPE OIL CNTRL FACE PWDE BIEGE REF 48/10G,PCS,85,56.04464,"4,763.79"
136955,,JPE OIL CNTRL FACE PWDR WHT REF 48/10G,PCS,71,56.04464,"3,979.17"
136959,,VITAMILK DOUBLE CHOCO TP 6x5+1/250ML,PACK,113,71.86213,"8,120.42"
136962,,AROMASSAGE OIL RELAXING 48x100ML,PCS,35,99.77688,"3,492.19"
136963,,AROMASSAGE OIL REVITALIZING 48x100ML,PCS,44,53.21417,"2,341.42"
136964,,AROMASSAGE OIL SENSUAL 48x100ML,PCS,49,53.21438,"2,607.50"
136980,,MODESS ALL NIGHTS 10s wf CF BRTHBLE 8s 24pk,PACK,5,80.10125,400.50625
137061,,K528 KIDS BODY BAG 12s,PCS,10,42.78333,427.8333
137072,,SOFT N COZY FC FRESH BLOOM 480/22ML,PCS,12,2.05333,24.63996
137087,,LEMON SQUARE CHEESE CAKE 12/10/30G,PCS,"1,560.00",4.10536,"6,404.36"
137088,,LEMON SQUARE BROWNIES CUPCAKE 12/10/30G,PCS,"1,130.00",4.24286,"4,794.43"
137089,,LEMON SQUARE ASSTD CUPCAKES 12/10/30G,PCS,800,4.10536,"3,284.29"
137095,,LEMON SQUARE INIPIT CUST CAKE 12x10/23G,PCS,880,3.22929,"2,841.78"
137096,,LEMON SQUARE INIPIT CHOCO CAKE 12/10/23G,PCS,979,3.22929,"3,161.47"
137097,,LEMON SQUARE ASSTD INIPIT CAKE SW 12/10s,PCS,680,3.22929,"2,195.92"
137098,,LEMON SQ INIPIT UBE PASTLLS 12/10/22G(SO),PCS,-1,2.76786,-2.76786
137105,,FITA SPREADZ BACON 24/10/25G,PACK,59,45.16313,"2,664.62"
137107,,COOL AIR MENTHOL EUCALYPTUS 6/30/25s,PACK,75,18.75,"1,406.25"
137114,,MC GRILL MATES KOREAN BBQ MIX 24/45G,PACK,31,21.61049,669.92519
137115,,MC GRILL MATES STEAK ALA POBRE MIX 24/40G,PACK,24,20.67411,496.17864
137116,,VAPORIN REFRESHING OIL REG 288x10ML,PCS,300,84.82143,"25,446.43"
137117,,EFFICASCENT GOLD AEROSOL 36x30ML,PCS,29,33.97324,985.22396
137118,,CLARA OLE BLUEBERRY JAM 24/320G,PCS,47,85.72507,"4,029.08"
137120,,CLARA OLE SF STRAWBERRY JAM 24/240G,PCS,79,73.78981,"5,829.39"
137121,,CLARA OLE MAPLE PANCAKE SYRUP 12/355ML,PCS,34,72.17113,"2,453.82"
137122,,CLARA OLE ORIGINAL PANCAKE SYRUP 12/355ML,PCS,19,72.17113,"1,371.25"
137123,,CLARA OLE CHOCO SYRUP 12/355ML,PCS,23,78.41295,"1,803.50"
137124,,MC GRILL MATES HICKORY SMOKED MIX 24/45G,PACK,37,20.67411,764.94207
137126,,MC GRILL MATES PEPPER STEAK MIX 24/45G,PACK,15,22.54688,338.2032
137143,,MONTANO SPANISH SARD CORN OIL HOT 24/228G,PCS,17,87.72321,"1,491.29"
137146,,JT SCENTED TAWAS 50G,PCS,144,6.55258,943.57152
137147,,JT REGULAR TAWAS 50G,PCS,146,6.15079,898.01534
137158,,FILIPPO BERIO BALSAMIC VINEGAR 6/250ML,BOT,9,114.37542,"1,029.38"
137171,,FARLIN POWDER CASE WITH PUFF PINK 6s,PCS,8,57.68819,461.50552
137172,,FARLIN POWDER CASE WITH PUFF BLUE 6s,PCS,8,57.68819,461.50552
137173,,BABYJOY MILK POWDER CONTAINER 3LAYER 12s,PCS,7,48.0519,336.3633
137174,,BABYJOY MILK POWDER CONTAINER 4LAYER 12s,PCS,18,43.09821,775.76778
137175,,BABYJOY POWDER CASE MINTGREEN/BLUE 6s,PCS,7,44.83006,313.81042
137178,,GATORADE LEMON LIME 500ML,BOT,190,29.10119,"5,529.23"
137182,,LEONE JELL PLUS 0.5 BLACK 12s,PCS,-,17.455,-
137185,,LEONE GEL BALL PEN 0.5 WITH GRIP BLACK 12s,PCS,-,13.26786,-
137192,,AMIGO DRINKING STRAW 50s,PACK,5,6.09823,30.49115
137193,,AMIGO DRINKING STRAW 60G,PACK,-2,10.45921,-20.91842
137194,,AMIGO DRINKING STRAW 120G,PACK,140,20.91836,"2,928.57"
137279,,BIRCH TREE FORTIFIED ADULT BOOST 160x33G,PCS,"1,126.00",9.49107,"10,686.94"
137282,,REAL LEAF FRUTCY LEMON ICE 24x480ML,PCS,47,15.90272,747.42784
137294,,KWOKS COMPUTER TEMPLATE SR 5B,PCS,2,33.93,67.86
137296,,KWOKS OVAL TEMPLATE SR 4,PCS,2,33.93,67.86
137303,,CRYSTAL RULER SR1 LETTERING 12inch,PCS,1,14.57,14.57
137310,,LEONE SMOOTH GEL BALLPEN 0.5 BLACK 12s,PCS,-,11.68527778,-
137311,,LEONE STYLUS BALLPEN FINE RED 40/25s,PCS,19,9.08957,172.70183
137313,,HELLO PRE CUT TABLE NAPKIN 5/2000sht,PACK,28,60.87143,"1,704.40"
137334,,BIRCH TREE FORTIFIED ADULT BOOST 24x300G,PACK,109,78.29092,"8,533.71"
137336,,BIRCH TREE FORTIFIED ADULT BOOST 12x600G,PACK,44,166.07143,"7,307.14"
137340,,BABYFLO PET JELLY UNSCENTED 288x25G,PCS,15,26.57813,398.67195
137341,,BABYFLO PET JELLY SOOTHING N RELAXING 25G,PCS,45,20.9375,942.1875
137342,,BABYFLO PET JELLY POWDER FRESH 288/25G,PCS,14,27.84693,389.85702
137344,,COLGATE PLAX FRESH TEA 12x500ML+250ML,PACK,12,153.25818,"1,839.10"
137346,,PALMOLIVE SHP HLTHY/US B1G1 at 50P 12x2/180ML,PACK,5,112.94271,564.71355
137348,,PALMOLIVE SHP IM PK B1G1 at 50P Off 12x2/180ML,PACK,2,112.94271,225.88542
137349,,BABYFLO POWDER CASE,PCS,12,71.42917,857.15004
137352,,SPRINGMAID TB SPARKLING BRISTLES 8190 12s,PCS,101,8.15848,824.00648
137353,,SPRINGMAID TOOTHBRUSH 8189 12s,PCS,57,8.15848,465.03336
137356,,BABYJOY BABY WIPES SCENTED 60x30s,PACK,28,33.96429,951.00012
137357,,BABYJOY BABY WIPES SCENTED 24x65s,PACK,28,61.91964,"1,733.75"
137358,,BABYJOY BABY WIPES SCENTED 24x80s,PACK,12,72.00893,864.10716
137408,,S2123 No8 UMBRELLA AUTOMATIC 3FOLD,PCS,4,196.428,785.712
137410,,S2129 No1 CP009 RAINCOAT,PCS,12,133.92833,"1,607.14"
137411,,S2120 No3 KIDDIE RAINCOAT,PCS,9,142.858,"1,285.72"
137425,,NA 0503 HAPPY BIRTHDAY CANDLE,PCS,2,53.57,107.14
137426,,AS 266 BIRTHDAY CANDLE,PCS,-2,33.48214,-66.96428
137427,,SUPER MOM SPARKLING CANDLE HBD,SET,1,49.1075,49.1075
137428,,832483 HAPPY BIRTHDAY CANDLE,SET,2,49.10714,98.21428
137437,,TAY SENG HOPIA DICE BIG UBE 150G,PACK,23,25.375,583.625
137463,,889 PLASTIC UTILITY BRUSH WITH HANDLE,PCS,8,38.8125,310.5
137464,,010 TOILET BRUSH WOOD HANDLE LD,PCS,16,29.53571,472.57136
137469,,UNIVERSAL COTTON MOP HEAD No16,PCS,4,17.53583,70.14332
137472,,UNIVERSAL MOP HANDLE US TYPE WOOD 4FT,PCS,11,150,"1,650.00"
137498,,BEAR BRAND WITH IRON 72/150G,BOX,744,42.51694,"31,632.60"
137500,,HAPEE TP FRESH GREEN OUTBURST 25ML,PCS,133,14.84,"1,973.72"
137501,,SANICARE KT REG TWIN TOWEL 2PLY 140sht 15s,PACK,19,59.76548,"1,135.54"
137502,,JADE TN HALF FOLDED 20/250sht,PACK,-1,26.5625,-26.5625
137512,,GARD SHP REFRESHING MENTHOL 180ML,PCS,9,74.53271,670.79439
137513,,TIFFANY PANCIT CANTON 5/500G,PACK,4,59.43393,237.73572
137521,,TIFFANY 1ST CLASS BIHON 50/400G,PACK,20,25.22321,504.4642
137534,,DUTCH MILL UHT YOG BLUEBERRY 48/90ML,PCS,268,8.44329,"2,262.80"
137535,,DUTCH MILL UHT YOG STRAWBERRY 48/90ML,PCS,312,8.44329,"2,634.31"
137538,,PEANUT KISSES PAPER BAG SMALL,PCS,43,26.78571,"1,151.79"
137542,,288 HI TOP TUMBLER WITH COVER,PCS,-1,9.875,-9.875
137566,,100 CRESENT PLASTIC TUMBLER,PCS,4,4.30361,17.21444
137569,,RAM PREMIUM COOKING OIL PB 24/500ML,PCS,4,50.30958,201.23832
137570,,RAM PREMIUM COOKING OIL 12/1L,PCS,12,89.75521,"1,077.06"
137577,,TIAN CHENG WATER GLUE 1508 12s,PCS,1,3.13,3.13
137591,,SAIKEN MAGIC MARKER 328 9s,BOX,-2,32.545,-65.09
137609,,TRH CAMOTE FLOUR 500G,PACK,5,46.875,234.375
137612,,PEANUT BUTTER CONT LARGE WCOVER,PCS,184,6.03571,"1,110.57"
137622,,HEREFORD CORNED BEEF REGULAR 12/340G,CAN,23,113.91071,"2,619.95"
137639,,CARNIVAL PAPER PLATE LAMINATED WHITE 9 20/25s,PACK,40,26.33929,"1,053.57"
137646,,05188 3 DAIMARU HANDY KEEPER 3s,PCS,1,55.79,55.79
137651,,JIRALF PEPPER SEEDS No2,PCS,-27,6.47317,-174.77559
137661,,AS7084 AS ASHLEY LIPSTICK,PCS,12,71.17,854.04
137665,,AS9024 BLUSHER/BLUSH ON,PCS,3,27.5,82.5
137682,,304 A AMIGO PAIL COLORED,PCS,1,25.78571,25.78571
137683,,304 B AMIGO PAIL BLACK,PCS,6,23.4375,140.625
137685,,606 A AMIGO BOWL,PCS,1,2.625,2.625
137689,,028 MYRTEL PITCHER SMALL,PCS,4,22.5,90
137691,,716 PANAMA LUNCH BOX WITH SILKSCREEN,PCS,1,12.95,12.95
137700,,9612 SUNNY SOAP CASE,PCS,10,18.78583,187.8583
137711,,8725 D HEART SHAPE FAN WITH DESIGN,PCS,16,15.02679,240.42864
137712,,723 ARACELLI SOUP BOWL,PCS,21,11.69643,245.62503
137714,,7712 ARACELLI CHILDRENS FANCY HANGER 12s,PCS,36,6.18755,222.7518
137719,,8801 ARACELLI SUPER ICE CUBE TRAY,PCS,8,18.38438,147.07504
137721,,8162 D ARACELLI PITCHER WITH DESIGN BIG,PCS,4,43.03571,172.14284
137722,,8481 ARACELLI PITCHER PLAIN SMALL,PCS,-6,25.07143,-150.42858
137723,,9222 D ARACELLI PITCHER WITH DESIGN,PCS,1,49.5,49.5
137724,,8313 ARACELLI DIPPER PLAIN COL,PCS,19,18.38393,349.29467
137761,,GREEN CROSS GPS PURE CARE 60G/55G,PCS,395,9.21801,"3,641.11"
137771,,CERES BABY OIL PWDR FRESH FLAT 72x55ML,PCS,36,15.42857,555.42852
137772,,CERES BABY OIL PWDR FRSH FLAT 144x25ML,PCS,21,8.92857,187.49997
137777,,LGCO FEATHER DUSTER SMALL,PCS,4,44.6435,178.574
137779,,BECHAR KRAFT PAPER BAG No2 60x100s,PACK,2,25.71425,51.4285
137780,,BECHAR KRAFT PAPER BAG No3 50x100s,PACK,-9,30.268,-272.412
137782,,TYC COMBINATION PADLOCK,PCS,3,42.8575,128.5725
137786,,5493 14S/2611D JIGSAW PUZZLE ASSTD,PCS,1,30.36,30.36
137787,,5493 30/528/531 JIGSAW PUZZLE,PCS,4,42.856,171.424
137804,,GLOBAL 900H STAPLE WIRE REMOVER,PCS,1,7.15,7.15
137813,,M AND G HI OFFICE VGP1029 0.5 BLACK 12s,PCS,-,9.10714,-
137875,,KS 881 1 BATH SPONGE,PCS,46,26.78563,"1,232.14"
137876,,SUKA PINAKURAT 30/250ML,BOT,348,42.41071,"14,758.93"
137878,,CAMPAGNA FUSILLI 24x500G,PACK,1,50.00893,50.00893
137879,,HEARTLIGHT CANOLA OIL 12/946ML,PCS,4,142.94083,571.76332
137883,,LILYS PEANUT BUTTER PLASTIC 24x170G,BOT,19,55.68192,"1,057.96"
137885,,LILYS PEANUT BUTTER PLASTIC 24x224G,BOT,22,71.30655,"1,568.74"
137889,,LILYS PEANUT BUTTER BOT 364G,PCS,11,112.59821,"1,238.58"
137890,,LILYS PEANUT BUTTER GLASS 24x296G,BOT,18,103.69643,"1,866.54"
137892,,LILYS PEANUT BUTTER JAR 12x504G,PCS,9,136.62426,"1,229.62"
137935,,FORTUNE GRADE 1 BOOK WP 100/80L,PAD,200,10.53571,"2,107.14"
137936,,FORTUNE GRADE 2 BOOK WP 100/80L,PAD,1,10.5357,10.5357
137937,,FORTUNE INTERMEDIATE PAD BOND 100/80L,PAD,1,13.30357,13.30357
137943,,AKOTO KOJIC ACID SOAP 216x50G,PCS,476,15.57321,"7,412.85"
137964,,FANTASY FOLDER SHORT RED 14PTS 100s,PCS,-6,3.215,-19.29
137979,,UK OFFICE PACKAGING TAPE 2X40Y CLEAR,PCS,-1,12.05367,-12.05367
137986,,TC 21 COTTON REF COVER,PCS,4,129.465,517.86
137995,,ENFAGROW A+ LACTOFREE 3 6x900G,CAN,6,"1,077.78","6,466.66"
138000,,YANNI DIET SARDINES 24/225G,PCS,11,76.607,842.677
138013,,ALPHABET GRADE 2 100/80LVS,PAD,-2,5.04464,-10.08928
138068,,ASPEN CLASSMATE WRITING NB 200/80LVS,PCS,2,7.36591,14.73182
138083,,GLOBAL 927BX BALLPEN BLACK 50s,PCS,-,2.32142,-
138086,,DOW MARS CANDLE No12 20.00 WHITE 75/2s,PACK,48,27.67857,"1,328.57"
138111,,SWEET BOX FLUFFIES DOGWOOD 10x10G,BOX,1,106.20536,106.20536
138128,,9309 REVOLVING HANGER BLUE SET 4s,PCS,16,10.44214,167.07424
138130,,MSB SUG ANG LONG DOUBLE BURNER XL,PCS,-1,214.28571,-214.28571
138156,,MSB PLASTIC BROOM,PCS,19,53.125,"1,009.38"
138172,,HORSY SANDO BAG PLAIN MED 100s,PACK,-1,43.53566667,-43.53566667
138174,,CELL 4X10 PE PLASTIC KING 20s,PACK,298,9.9884,"2,976.54"
138175,,CELL 4X12 PE PLASTIC KING 20s,PACK,3,13.61073,40.83219
138176,,CELL 5X9 HD HK PLASTIC KING 10s,PACK,108,4.79554,517.91832
138177,,CELL 6X12 HD PLAIN PLASTIC KING,PACK,852,6.20804,"5,289.25"
138179,,CELL 7X14 HD PLAIN PLASTIC KING 10s,PACK,452,7.53839,"3,407.35"
138180,,CELL 7X14 HD COLORED PLASTIC KING 10s,PACK,299,7.62142,"2,278.80"
138181,,CELL 8X12 HD PLAIN PLASTIC KING 10s,PACK,-21,7.53839,-158.30619
138182,,CELL 8X12 HD COLORED PLASTIC KING 10s,PACK,165,7.62143,"1,257.54"
138183,,CELL 8X14 HD COLORED PLASTIC KING 10s,PACK,82,8.20357,672.69274
138184,,CELL 8X14 HD PLAIN PLASTIC KING 10s,PACK,118,8.12054,958.22372
138185,,CELL 10X16 HD PLAIN PLASTIC KING 10s,PACK,254,13.52321,"3,434.90"
138186,,CELL 10X16 HD COLORED PLASTIC KING 10s,PACK,258,13.60625,"3,510.41"
138187,,CELL 12X18 HD PLAIN PLASTIC KING 10s,PACK,238,23.37321,"5,562.82"
138190,,TAIPAN BANANA CATSUP 24/330G,PCS,73,13.79464,"1,007.01"
138191,,TAIPAN BANANA CATSUP 18/550G,PCS,80,23.19941,"1,855.95"
138192,,TAIPAN BANANA CATSUP 12/1L,PCS,60,35.17857,"2,110.71"
138193,,TAIPAN BANANA CATSUP 4x1GAL,PCS,9,87.32143,785.89287
138195,,TAIPAN SOY SAUCE BS 24/350ML,PCS,71,10.75893,763.88403
138198,,TAIPAN BARBEQUE SAUCE 24/330ML,PCS,4,25.17857,100.71428
138200,,TAIPAN SWEET N SPICY SAUCE 24/330G,PCS,70,25.9375,"1,815.63"
138201,,TAIPAN SWEET N SPICY SAUCE 18/550G,PCS,52,39.13691,"2,035.12"
138202,,TAIPAN SWEET AND SOUR 24/330G,PCS,71,25.17857,"1,787.68"
138370,,REAL LEAF FRUTCY LEMON 24x480ML,PCS,44,15.90272,699.71968
138378,,TIWI SQUARE BURST 40/24s,PACK,361,16.1596,"5,833.62"
138395,,JOLY ICE CREAM STICK ASSTD 20/12s,PACK,440,8.57143,"3,771.43"
138399,,TIWI JELLY FUN 20/24s,PACK,103,15.15804,"1,561.28"
138403,,MIRAMAR NOUGAT 60/25s,PACK,1,11.92917,11.92917
138409,,MONDE SP MAMON MINI CHOCOLATE 12x8/27G,PACK,45,56.05134,"2,522.31"
138412,,OISHI PILLOWS CHOCOLATE 10/10/24G,PCS,72,3.88393,279.64296
138424,,ALVAS PIG OIL POCKET SIZE,PS,1,16.07158,16.07158
138425,,ALVAS PIG OIL LONG NECK,LN,1,32.14278,32.14278
138429,,PM G301 PEARL MAX COMFORT 3 12s,PCS,14,6.40178,89.62492
138430,,YH 8002 MAGIC SUYOD,PCS,5,15.625,78.125
138435,,K504 KEYCHAIN 12s,PCS,1,5.58,5.58
138441,,DUTCH MILL UHT YOG STRAWBERRY TB 48/180ML,PCS,371,15.1769,"5,630.63"
138442,,DUTCH MILL UHT YOG BLUEBERRY TB 48/180ML,PCS,267,15.1769,"4,052.23"
138444,,PUREFOODS CHKN LUNCHEON MEAT 24/360G,CAN,109,50.42597,"5,496.43"
138450,,ISLAND 5 STAR CHOCOLATE BITS 40/12s,PACK,10,8.5135,85.135
138475,,ZEST O SQUIZ GRAPE 24/330ML,CAN,192,15.46875,"2,970.00"
138483,,1163 PPI SQUARE LUNCH BOX SINGLE COLORED,PCS,2,13.46333,26.92666
138489,,4401 A PPI CANISTER,PCS,9,14.54417,130.89753
138490,,4402 B PPI CANISTER,PCS,12,15.45536,185.46432
138494,,256 UNI LUCKY RICE SPOON,PCS,194,3.28571,637.42774
138495,,347 UNI LUCKY WATER DIPPER,PCS,1,6.5625,6.5625
138504,,CMB 036 PLANT POTS BLACK 36CM 50s,PCS,150,48.07143,"7,210.71"
